 TorPacífico 2022;La comercialización es el uso de factores culturales característicos de una comunidad como medio de consumo a personas externas a esa comunidad o que son ajenas a dichas prácticas. La comercialización cultural se materializa pero no se limita a: actividades comerciales como planes turísticos, creación y distribución de productos con carga cultural (p.e. artesanías, prendas, comida), entradas a exposiciones de arte local, etc.;EC lamenta la comercialización cultural del Festival Petronio Álvarez en la región Pacifico.
 TorPacífico 2022;Las regalías (a nivel estatal) son pagos que hace una empresa o gobierno a las administraciones de una localidad o región por la explotación de sus recursos (minería, extracción de petróleo, etc..). Estos pagos pueden ser controlados o libres.Las regalías libres están a disposición de la administración local para ser utilizadas como sean requeridas. En este caso las empresas o el gobierno central hacen la transferencia económica sin ningún otro tipo de responsabilidad.En las regalías controladas, por el contrario, los pagos y su destino son supervisados por comités conformados por el gobierno central y las empresas con previo acuerdo de la administración local. Los comités se encargan de planificar en qué proyectos, en qué plazos, y dan lineamientos para gestionar los mismos.;EC prefiere un sistema de regalías libres por sobre uno de regalías controladas
 TorPacífico 2022;;EC se opone a las condenas y bloqueos económicos por parte del bloque occidental a países inestables.
 TorPacífico 2022;En el marco del proceso de reparación de víctimas en Colombia hay dos grandes métodos para lograrlo. Uno de ellos es la recopilación de los testimonios de las partes involucradas en el conflicto a través de los cuales se reconstruyen los hechos sucedidos y se crea un documento recopilatorio (en formato de libro, audio, video) para posteriormente ser presentados en eventos de sensibilización sobre la memoria histórica en los que participan los actores del conflicto.El segundo es la búsqueda de los cuerpos o restos de las personas dadas por desaparecidas (liderado por la Unidad de Búsqueda de Personas Desaparecidas – UBDP);ECCQ Colombia debería priorizar el método de búsqueda de personas dadas por desaparecidas por sobre el método de recopilación de testimonios.
 TorPacífico 2022;La consulta previa es el derecho fundamental que tienen las comunidades locales y grupos étnicos, de ser consultados y poder decidir sobre medidas (legislativas y administrativas) o proyectos, obras o actividades que se vayan a realizar dentro de sus territorios.;EC celebra el desarrollo de proyectos que mejoren las economías regionales, inclusive en los casos donde estos no realicen la consulta previa.
 TorPacífico 2022;Los crímenes violentos son aquellos que incluyen daños físicos y o morales comúnmente irreparables para las víctimas. Son ejemplos de estos crímenes pero no se limitan a, el asesinato, la violación, la tortura, etc.;Exceptuando los crímenes violentos, EC prefiere un mundo en el que las personas acusadas y/o procesadas por crímenes se mantengan en el completo anonimato.
TDT 2021;;ECCQ las premiaciones de cultura popular (Oscars, Grammys, Emmys, etc.) deberían premiarse por un panel diverso de expertes (genero, sexualidad, raza, etc.)  en lugar de elecciones abiertas para el público
TDT 2021;Para efectos de este debate la pastilla de la paz reduce los niveles de violencia de las personas y las vuelve mucho mas pacificas y menos impulsivas.;Asumiendo exista la tecnología, EC obligaría a todas las personas a consumir la pastilla de la paz en vez que nadie la consuma
TDT 2021;En los últimos tiempos han existido narrativas que glorifican el emprendimiento incentivando a estudiantes universitaries y profesionales a empezar sus propias compañías en vez de desarrollar una línea/trayectoria laboral tradicional;EC lamenta la glorificación del emprendimiento
TDT 2021;;Asumiendo la posibilidad de poder cuantificar el esfuerzo de los alumnos, ECCQ los colegios deberían de optar por un sistema en donde las calificaciones sean basadas en el esfuerzo y los resultados en vez de solo los resultados.
TDT 2021;Eres une científique muy inteligente. Un día, trabajando sole en tu laboratorio, descubres que el fin del mundo ocurrirá en 5 años y es inevitable. Como le mayor experte en tu área científica tienes la certeza de que nadie más podrá descubrir esta información.;EC, como le científique, no publicaría el descubrimiento
Pre TUD 2021;La humanidad ha desarrollado un procedimiento que permite dividir el alma de las personas en diferentes fragmentos. Este procedimiento recibe el nombre de crux.En esos fragmentos del alma se almacenan experiencias que han sido significativas en la construcción de la esencia de esa persona. Las experiencias recogen tanto los datos objetivos de la circunstancia (fecha, edad, etc.) como los sentimientos alrededor de esta. La experiencia sale de la memoria de la persona y se mantiene inalterada e imperturbable en el fragmento, de manera que la única forma de acceder a esa información es a través del fragmento. El contenido de este da acceso a la experiencia desde la perspectiva de espectador y puede ser visto tanto por la persona propietaria como por otras personas, siempre que se decida compartirlo.;EC llevaría a cabo el procedimiento y compartiría los fragmentos de su alma
Pre TUD 2021;;EC prefiere vivir bajo la creencia de que tenemos un propósito de vida, en lugar de bajo la creencia de que la vida no tiene un propósito
Pre TUD 2021;La cooperación entre países del sur global (sur-sur) se presenta a través de un encuadre (framing) de solidaridad que plantea posiciones pragmáticas en relación a beneficios mutuos para países en vías de desarrollo.Actualmente, el enfoque (framework) dominante de cooperación ambiental sur-sur se centra en la exportación de la Revolución Verde, proceso de modernización a través del cual China, Brasil e India han alcanzado eficiencia, productividad y competitividad agrícola. El modelo se presenta como el camino para alcanzar el desarrollo agrícola, y busca ser replicado a través de inversión extranjera directa, transferencias y adaptación de tecnología, experimentación y creación de tecnología del sur, etc.Ejemplos de este modelo son la creación de centros de demostración de tecnología agrícola, en los que la mejor tecnología China es utilizada en territorio africano, reemplazando procesos y productos  tradicionales locales. Así  como la transferencia de tierras al gobierno de India, por un periodo de 50 años, para que invierta en capital y tecnología en el desarrollo agrícola.;EC lamenta la predominancia de la Revolución Verde en la cooperación ambiental sur-sur
Pre TUD 2021;Bitcoin es un activo virtual sin una conexión directa a la economía real. Al no ser gestionado directamente por gobiernos ni bancos tradicionales, busca evitar la existencia de intermediarios centralizados a través de un proceso monitoreado por computadoras alrededor del mundo conocido como “minado”. Bitcoin ha presentado grandes fluctuaciones de valor en los últimos años, no es una moneda de curso legal, por lo que su uso para pagos depende de la voluntad de las personas que hagan una transacción.Nayib Bukele, presidente de El Salvador, ha presentado una ley ante la Asamblea Legislativa para convertir Bitcoin en una moneda de curso legal en el país. Esto implica la necesidad de modificar la infraestructura financiera del país. Actualmente, 70% de la población de El Salvador no tiene cuenta bancaria, la economía está dolarizada, y 20% del PIB nacional está conformado por remesas extranjeras.;EC apoya la admisión de Bitcoin como moneda de curso legal en El Salvador
Pre TUD 2021;La creatividad computacional se ocupa de la investigación y desarrollo de un software multidisciplinar utilizando Inteligencia Artificial. Tiene como objetivo estudiar y simular el comportamiento creativo del ser humano para incluir el software resultante en disciplinas creativas como la pintura, el dibujo o la animación, entre otras.;EC lamenta el auge de la creatividad computacional
Pre TUD 2021;La saga Harry Potter ha tenido un impacto en diferentes ámbitos. Por sus características temáticas y narrativas, motiva a niñes y jóvenes a la lectura. Algunos de los valores interpretados en las saga incluyen la diversidad, aceptación, y tolerancia política. Ha inspirado la creación de comunidades en torno a la historia, siendo un elemento significativo en el desarrollo identitario de algunas personas.En los últimos años J.K. Rowling, autora de la saga, se ha encontrado inmersa en situaciones polémicas. En 2020, tras la publicación de tweets con contenido transfóbico, recibió fuertes críticas por parte de diferentes organizaciones, grupos sociales, y personalidades con relevancia mediática. Consecuentemente, sus acciones se radicalizaron, haciendo publicaciones académicas sobre su postura y utilizando sus recursos y plataforma para defenderla.;EC, como parte del movimiento LGBTIQAP+, boicotearía activamente la saga Harry Potter
Pre TUD 2021;Recientemente, los reinados de belleza han cambiado su enfoque para evitar ser plataformas de opresión a mujeres, buscando ser medios de empoderamiento. Para efectos de este debate, las nuevas tendencias incluyen dos enfoques.Enfoque global: busca cambiar la tendencia de concursos internacionales en los que estándares inalcanzables de belleza física eran el factor definitorio para elegir a la ganadora. Este enfoque toma en consideración el aspecto físico como un elemento minoritario, evaluado en conjunto con otras características. Da especial importancia a logros relacionados con el desarrollo personal (i.e. estudios, liderazgo social, emprendimiento, etc.)Enfoque regional: busca modificar el pensamiento y percepción colectivos sobre elementos culturales que parecían ser incompatibles con el concepto de belleza. Este enfoque promueve la creación de reinados de belleza locales en los que el criterio de participación es exaltar un elemento cultural de la región a la que se pertenece.;En certámenes de belleza, EC priorizaría el enfoque global en lugar del enfoque regional
Pre TUD 2021;ASEAN es una organización internacional entre países del Sudeste Asiático, principalmente enfocada en el crecimiento económico de la región. Si bien entre sus propósitos se encuentran la promoción de la paz y estabilidad de los países miembros, se rige bajo un principio de no-interferencia en los asuntos de política interior de los Estados.En febrero de 2021, la fuerza militar de Myanmar se hizo con el poder político del país a través de un golpe de Estado. Desde entonces, se han llevado a cabo manifestaciones violentas entre la población, que demanda la restitución de la Consejera de Estado electa Aung Su Kyi. ASEAN presentó una declaración demandando el ‘inmediato cese de violencia’, sin presentar posibles sanciones ante el incumplimiento de la solicitud.;ECCQ ASEAN debería tomar medidas coercitivas (i.e. restricción de beneficios, limitación de participación en procesos de toma de decisiones, etc.) en la gestión de conflictos que amenacen la estabilidad política de la región
Pre TUD 2021;"La cultura del ""novie de Internet"" exalta como positivos los rasgos de celebridades progresistas que promueven comportamientos y valores considerados como ""no problemáticos"".A partir de esto, se crean comunidades online en las que les fans participan intensamente en interacciones construidas alrededor de la figura de sus ""novies"". Por ejemplo: se organizan para coordinar actividades conjuntas, compartir contenido, o pronunciarse activamente en discusiones online.Las personas que forman parte de estas comunidades desarrollan fuertes vínculos emocionales que les hacen interesarse por las vivencias personales y profesionales de las celebridades, así, se enfocan en los comportamientos y las experiencias del ""novie"" y los utilizan como mecanismos psicológicos con los que procesar e interpretar la realidad más allá de ese vínculo emocional.";"EC lamenta la cultura del ""novie del internet"""
CMUDE 2021 ;;En escenarios donde se han suscitado crímenes de lesa humanidad (genocidios, guerras, abuso de poder del Estado, etc.), ECCQ se deberían realizar juicios post-mortem a las personas criminales nunca juzgadas en vida
CMUDE 2021 ;;EC habría preferido un mundo donde la principal fuente de la verdad hubiese sido la religión, en vez de la ciencia
CMUDE 2021 ;El partido islamista Lista Árabe Unida acaba de convertirse en la primera formación política palestina que entra en un Gobierno israelí. El nuevo primer ministro es Naftalí Bennet, un ultranacionalista que salió elegido con una diferencia de un voto, suscitando  una coalición históricamente fragmentada (tres partidos de ultraderecha, dos de centro, dos de izquierda y Lista Unida) que se unió para acabar con el mandato de 12 años de Benjamin Netanyahu.;EC lamenta la decisión del partido Lista Árabe Unida de formar parte de la coalición.
CMUDE 2021 ;;ECCQ los estados del norte global deberían desistir de enviar ayuda exterior para el desarrollo a países del sur global para, en cambio, involucrarse activamente con dichos países a través de tratados y acuerdos comerciales.
CMUDE 2021 ;Uno de los principales mecanismos que utilizan los programas sociales y políticas públicas son las transferencias condicionadas. Estas, en su mayoría, utilizan a una persona intermediaria para poder atender los problemas que busca resolver el programa. Por ejemplo: Una política cuyo propósito es mejorar el entorno natural, entrega una transferencia monetaria a las comunidades originarias bajo la condición de que protejan el medio ambiente y se comprometan a realizar obras comunitarias para su preservación y rehabilitación.;EC se opone a la implementación de políticas públicas y programas que ponen a la mujer como intermediario en la resolución de problemas sociales (ej: pobreza, educación, alimentación, entre otros).
CMUDE 2021 ;Hasta 1950, fecha de su anexión forzosa por parte de China, el Tíbet era una teocracia dirigida por el dalái lama. Tras la fallida revuelta de 1959, el dalái lama se exilió en La India -país que le ha dado siempre apoyo- y con el tiempo se convirtió en un carismático líder mundial. China ha intentado influir culturalmente en la región, incluso a través de la represión. El actual dalái lama tiene 86 años y dijo en 2020 que no apoyaba un Tíbet independiente, sino una república autónoma dentro de China donde todas las etnias del gigante asiático vivan en armonía.Cuando muera el dalái lama, la cúpula del budismo tibetano deberá buscar a su reencarnación. La encontrará en un niño cuya fecha de nacimiento sea cercana a la fecha del fallecimiento del dalái lama, tras hacerle pasar una serie de pruebas. Sin embargo, China quiere ignorar esta tradición religiosa y que el Partido Comunista elija al próximo líder de los budistas del Tíbet para asegurarse un liderazgo afín que le facilite terminar con las aspiraciones independentistas en la región de Cachemira. La disputa también incluye a India, que además de tener intereses en la sucesión, se juega la seguridad de su frontera norte.;ECCQ la cúpula del budismo tibetano debería priorizar la búsqueda del próximo dalái lama en China, en lugar de en La India.
CMUDE 2021 ;Existen varias cosmovisiones de justicia indígena en Ecuador. De acuerdo a la constitución, en la generalidad estas tienen su base en los usos y costumbres ancestrales de la comunidad. Estas tienen un carácter conciliador y correctivo (penas corpóreas que buscan purgar el alma del mal) ante los delitos. Las penas son decididas a través de consejos de la comunidad o por el líder de esta.La justicia indígena para poder ser aplicable, debe cumplir con cuatro requisitos: 1) Que estén relacionados a temas internos de las comunidades, 2) Que todas las partes involucradas sean indígenas, 3) Que sea dentro del territorio de las comunidades, 4) Que las penas se limiten a la concepción occidental de los DDHH.La justicia ordinaria en Ecuador se basa en cortes y juzgados, de una manera muy similar a aquella de los demás países de Latinoamérica.;ECCQ Ecuador debería incorporar indistintamente ambas formas de justicia dentro del marco nacional (ej: permitir la implementación de penas correctivas de acuerdo con los Derechos Humanos y de conciliación dentro de los casos de la justicia ordinaria, tener la opción dentro de las cortes de seguir una u otra justicia para cualquier caso, integrar los consejos comunitarios como un mecanismo para juzgar casos, entre otros), en vez de mantener la separación de estas a su respectiva competencia.
CMUDE 2021 ;El tecno-optimismo tiene como principal consideración que en un futuro las tecnología tendrá la capacidad de subsanar los grandes problemas que aquejan al mundo (cambio climático, desempleo, educación, entre otros).;EC prefiere un mundo donde los esfuerzos contra el cambio climático sean de carácter tecno-optimista.
CMUDE 2021 ;La estanflación es una situación donde convergen a la vez un crecimiento sostenido considerable de la inflación y un estancamiento de la oferta.Una política monetaria restrictiva o contractiva es ejecutada por los bancos centrales, a través de un incremento de las tasas de interés, con el propósito de reducir la inflación, pero que tiene el riesgo de generar desempleo y frenar el crecimiento económico.;En situaciones donde exista estanflación y una fuerte política de estímulo fiscal al consumo, ECCQ los Bancos Centrales deberían lanzar una política monetaria restrictiva con el objetivo de reducir la inflación, incluso si ello contribuye a agravar el estancamiento de la actividad económica.
CMUDE 2021 ;"Para fines prácticos de este debate, la condición de ""apolítico"" implica que hay un grupo cuya existencia es absolutamente paralela a la operación regular del Estado y sus instituciones, mientras que también sus actividades se desenvuelven fuera de la esfera política y pública.";EC lamenta la narrativa que percibe a los grupos criminales como figuras apolíticas
CMUDE 2021 ;"""Civilización o barbarie"" es un tópico presente en numerosas novelas latinoamericanas del siglo XIX y XX. En ellas se presenta un fuerte contraste entre la barbarie (la naturaleza silvestre, las personas del entorno rural, los instintos) versus la civilización (la ciudad, las personas instruidas, la dominación de los impulsos).Se emplean personajes claramente buenos o malos para defender que los bandos representan el atraso o el progreso. Ejemplos de estas novelas, muy relevantes para la cultura nacional de sus países y para el canon de la literatura hispanoamericana, serían: Facundo, Doña Bárbara o Cien años de soledad.Canon: Catálogo de autores u obras de un género de la literatura o el pensamiento tenidos por modélicos.";"ECCQ las obras que plantean una dicotomía ""civilización""/""barbarie"" no deberían formar parte del canon literario."
CMUDE 2021 ;;Dada la crisis educativa por la pandemia por COVID-19 en países en vías de desarrollo, ECCQ las universidades públicas deberían admitir a todo el estudiantado que se presentó al examen de admisión, con independencia de quien haya aprobado o no.
CMUDE 2021 ;"INFOSLIDE 1: La versión heroica de la Medicina es aquella en la que las personas profesionales sanitarias han sido consideradas culturalmente como heroicas, cuya misión es salvarnos la vida.INFOSLIDE 2: La versión humana de la Medicina es aquella que reconoce las limitaciones de las personas profesionales de la salud, y cuyo lema es ""curar cuando se puede, aliviar a veces, acompañar siempre"".";ECCQ las personas profesionales sanitarias deberían luchar contra la visión hegemónica de la Medicina heroica, para sustituirla por la Medicina humana.
TADO 2021;Una ciudad empresarial es una ciudad que tiene las mismas características que el resto de ciudades, con la única excepción de que la mayoría de territorios (casas, tiendas, mercados etc) son propiedad de una empresa. Esta empresa es el empleador de la mayor parte de ciudadanos de la ciudad y generalmente le da beneficios a sus empleados (costo de vivienda más barato o gratis, cupones de comida etc).;ECCQ los estados deberían incentivar fuertemente la creación de ciudades empresariales
TADO 2021;"El ""comunitarismo atómico"" se refiere a un sistema de gobierno en el que el Estado está dividido en zonas semi autónomas, organizadas sobre la base de la filosofía política. Por ejemplo, una civilización comunitaria atómica podría estar compuesta por una comunidad libertaria con una economía totalmente desregulada y bajos impuestos, una comunidad que es funcionalmente una socialdemocracia al estilo escandinavo, una comunidad anarco-primitivista donde la gente vive en un estado de naturaleza sin leyes, y más. Cada comunidad contribuye económicamente a un gobierno central y a una fuerza militar, cuyas únicas obligaciones son evitar que las comunidades se hagan daño entre sí, garantizar la libertad de movimiento entre comunidades y evitar la contaminación ideológica no deseada (por ejemplo, mantener las televisiones y los teléfonos móviles fuera de la comunidad anarco-primitivista, o mantener los medios de comunicación explícitos fuera de la comunidad cristiana fundamentalista). El proselitismo entre comunidades está estrictamente prohibido.";EC prefiere el comunitarismo atómico en lugar de la democracia liberal
TADO 2021;;EC prefiere un mundo en el que se valore el conocimiento científico como fuente más confiable de conocimiento, en lugar de un mundo en el que se valore el conocimiento científico de igual forma que se valoran otras ramas de conocimientos (i.e. filosofía, ciencias sociales, saberes ancestrales, etc.)
TADO 2021;Mascarada es un territorio independiente fuera de la jurisdicción de cualquier Estado. No tiene contacto con el mundo exterior, y el turismo y las visitas están estrictamente prohibidos. En Mascarada, las características personales, incluyendo el aspecto, la personalidad, la etnia, la identidad de género y los talentos, cambian cada día al despertar, de forma involuntaria y aleatoria (los recuerdos se conservan con normalidad). Es posible unirse a Mascarada a través de la migración legal, sin embargo, una vez que se emigra, es imposible salir.;EC emigraría a Mascarada
TADO 2021;Una constitución 'minimalista' es un texto breve, que abarca aspectos esenciales de la regulación del Estado, como la regulación de sus organismos (poder legislativo, ejecutivo, judicial, etc), pero sin entrar en mayores detalles. Este tipo de constituciones establecen las reglas y procedimientos básicos, y el núcleo esencial de los derechos civiles y políticos, y el resto queda entregado al legislador democrático, especialmente la legislación social. Ejemplos de países con constituciones minimalistas son E.E.U.U. y Nueva ZelandaUna constitución 'extensiva' es un texto más largo, con gran cantidad de artículos que tienden a reproducir con abundancia y precisión las normas y principios esenciales del ordenamiento jurídico del Estado. Este tipo de constituciones suele tener regulaciones más detalladas en todo lo que respecta a derechos económicos, sociales y culturales, y suelen establecer mecanismos judiciales para garantizar su cumplimiento. Ejemplos de países con constituciones extensivas son Brasil e India.;EC prefiere una constitución minimalista en vez de una constitución extensiva
TADO 2021;La depuración es una política que implica la destitución sistemática y la exclusión política, a menudo sin juicio, de los funcionarios de todos los niveles del sistema político asociados a los antiguos regímenes y sus partidos políticos. Por ejemplo, los funcionarios asociados a los partidos comunistas en Europa Central y Oriental tras el colapso de la Unión Soviética. Este proceso suele ser llevado a cabo por la nueva clase dirigente más democrática.;EC apoya el uso de la depuración en países en transición de regímenes autoritarios a democraciaa
TADO 2021;xisten diferentes formas de exponer la construcción de the Joker:El cómic Joker / Harley: criminal sanity es un drama criminal procesal que explora la mente de un asesino serial a través de la visión de una perfiladora forense. Joker no se expone como una persona con una condición mental que lo induzca al crimen, sino como una persona moralmente corrupta consciente de sus actos criminales, por tanto, se le responsabiliza por los mismos. Sus crímenes tienen objetivos puntuales, por ejemplo, asesinar padres que abusan de sus hijes o asesinar criminales que son inalcanzables para la policía. Como payaso, Joker se entiende como un artista buscando la creación de obras excepcionales a través de la expresión de sus pasiones.La película Joker es un drama psicológico que expone que la psicosis de la que sufre Joker implica un rompimiento con la realidad que le impide ser consciente de sus actos criminales. Se explora como su condición neurológica empeora debido a abuso físico, emocional y psicológico, así como la falta de acceso a un sistema que le permita garantizar su salud mental, por tanto, se responsabiliza a un entorno de abuso y al sistema negligente por sus actos. Como payaso, Joker busca encontrar la felicidad que nunca ha sentido y reivindicar un trabajo en el que fue denigrado.;EC prefiere la construcción de the Joker en el cómic 'Joker/Harley: criminal sanity' que en la película 'Joker'
TADO 2021;Los Institutos Confucio (IC) son asociaciones educativas entre universidades chinas y universidades del extranjero. Los IC están financiados y organizados por el Ministerio de Educación chino y las universidades receptoras, con el objetivo declarado de promover la lengua y la cultura chinas, apoyar la enseñanza internacional de la lengua china y facilitar los intercambios culturales. A cambio, ponen exigencias dentro de los centros educativos para hacerlos más símiles a la educación en China.;ECCQ las universidad latinoamericanas deberían crear Institutos Confucio
Villano 2.0;;EC permitiría que las decisiones médicas sobre les niñes sean tomadas por profesionales de la salud, incluso sin consentimiento de les xadres.
Villano 2.0;;EC apoya la creación de obras relacionadas al Covid-19 y la pandemia (Ej. cine, obras de arte, canciones, poemas, novelas, anime, caricaturas, etc.)
Villano 2.0;La masiva desregulación del sistema financiero ha implicado una relajación en los criterios de los bancos para otorgar préstamos, la flexibilización de las agencias de calificación crediticia,  la promulgación de leyes en favor de la desregulación (Ej: ley de modernización de futuros, que prohíbe la regulación de derivados financieros [opciones de futuros, ventas en corto, etc.]) y la derogación de leyes en todo el mundo que buscaban regular el sistema financiero (Ej: la derogación de la ley Glass Steagall en EEUU, que mandaba la separación entre los bancos comerciales y los bancos de inversión y establecía una prohibición a los bancos de participar en los consejos de administración de las empresas);EC lamenta la desregulación masiva del sistema financiero
Villano 2.0;"La utilización de estereotipos dentro de la comedia consiste en que integrantes de cierta comunidad tomen los estereotipos que la sociedad construye sobre la misma y los utilicen para efectos cómicos. Ejemplos de esto son: Hannah Gadsby, comediante lesbiana que juega con los estereotipos de que ""a las lesbianas les hace falta un buen hombre"", Sofía Niño de Rivera, comediante mexicana que juega con el estereotipo de mamás estrictas latinoamericanas, o Martín León, comediante gay que juega con el estereotipo de la homosexualidad y la pasión por la música pop.";ECCQ les comediantes de comunidades minoritarias no deberían basar su comedia en estereotipos y difamaciones sobre sus propios grupos.
Villano 2.0;;EC prefiere un mundo donde la mayoría de les candidates polítiques pertenezca al sector público (Ej: haber estudiado en colegios/universidades públicas, atenderse en el sistema de salud público, haber vivido en el país/zona que se gobierna, etc)
TMD 2021 ;El código de vestimenta de la NBA fue un mecanismo de marketing que la liga usó, ya que grandes inversores no querían involucrarse con esta por prejuicios y estereotipos alrededor de la imagen de los jugadores. La norma significó que dejen de utilizarse atuendos informales pero también aquellos ligados a la cultura hip hop, la cual se relaciona fuertemente con la raíces afroamericana de muchos basquetbolistas. Con el tiempo, algunos deportistas han integrado elementos de su cultura de forma disimulada en su vestimenta de alta moda, mientras que otros han cedido completamente a la vestimenta formal y a la alta moda más alejada de estos elementos.;EC, como un jugador afroamericano que se opone al código de vestimenta de la NBA, prefiere filtrar su protesta en lugar de boicotearlo de forma activa y arriesgarse a ser sancionado económica o deportivamente
TMD 2021 ;Para la aprobación de proyectos susceptibles a impacto ambiental se sigue el siguiente procedimiento de evaluación ambiental:1. El titular presenta su proyecto, incluyendo las medidas para evitar daños ambientales.2. La comunidad, a través de una participación ambiental ciudadana, envía observaciones respecto a las medidas o el proyecto a través de las cuales pueden exigir cambios al proyecto3. La autoridad analiza las observaciones de la comunidad y las evalúa. Si las considera bien fundamentadas, las agrega a su informe de observaciones, agregando los comentarios de la comunidad a las observaciones de personas expertas en el tema.4. Las observaciones entregadas por la autoridad (incluyendo las presentadas por la comunidad que han sido aprobadas) pueden implicar modificaciones al proyecto que la empresa debe acatar para poder iniciar su construcción y funcionamientoLa comunidad que puede mandar observaciones es tanto local, es decir, las personas que son directamente afectadas, como global (i.e. Greenpeace opinando en proyectos mexicanos y chilenos debido a las implicaciones ambientales).La apelación extraordinaria de observaciones rechazadas (AEOR) es un proceso por el cual un porcentaje relevante de los actores involucrados en la participación ambiental ciudadana puede exigirle a la autoridad que introduzca una o más observaciones rechazadas a las exigencias que se le hacen al titular.;EC implementaría la apelación extraordinaria de observaciones rechazadas
